Indirizzo dell'offerta,Ragione Sociale:,Tipo Azienda/Ente:,Descrizione:,Settori di attività:,Nazione:,Provincia:,Comune:,Frazione:,Indirizzo:,CAP:,Nome referente:,Cognome referente:,Telefono:,Email:,Sito web:,Note:
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=2446598,FabLab Valsamoggia APS,Associazione/organizzazione no profit/ONG,"FabLab Valsamoggia è un’associazione di promozione sociale nata nel 2014 a Monteveglio, una delle cinque municipalità di cui è composto il comune di Valsamoggia. L’associazione nasce con la finalità di promuovere l’accessibilità e l’utilizzo consapevole delle tecnologie digitali, in ambienti educativi formali e non-formali. Inoltre si occupa di diffondere le conoscenze legate al mondo della fabbricazione digitale, alla pratica del DIY, alla filosofia open-source attraverso la condivisione di idee e progetti. FabLab Valsamoggia organizza iniziative rivolte a tutta la comunità del territorio locale e non solo: corsi introduttivi sull’utilizzo dei macchinari industriali presenti nel laboratorio, eventi di divulgazione e gestisce un laboratorio/officina aperto al pubblico, dove è possibile utilizzare i macchinari e gli strumenti presenti nel laboratorio per realizzare i propri progetti. Organizziamo anche corsi di formazione professionale per adulti sulle macchine presenti nel fablab.","Produzione di software, consulenza informatica e attività connesse Attività ed Istituti di ricerca scientifica tecnica e di sviluppo Attività di associazioni ed enti senza fine di lucro",ITALIA,BOLOGNA,VALSAMOGGIA,MONTEVEGLIO,"Piazza Libertà, 2",40053,Federica,Selleri,3383035356,info@fablabvalsamoggia.xyz,https://www.fablabvalsamoggia.xyz/,"Design del prodotto
Ricerca su materiali e sistemi produttivi
Progettazione e test prototipi
Formazioni macchinari"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=2136699,GASPARILAB S.R.L.,Società di Capitali,"La società si occupa della creazione di applicazioni, sistemi gestionali, piattaforme web e mobile, e altre tecnologie digitali e transizione digitale per la pubblica amministrazione","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,VIA RIZZOLI 9,40125,Enrico,Benuzzi,051273588,enrico.benuzzi@mycity.it,mycity.it,"Il candidato ideale si occuperÃÂ  di aggiornare, organizzare e ottimizzare i contenuti esistenti, garantendo che siano sempre accurati, chiari e facilmente accessibili per i cittadini. Il tirocinante avrÃÂ  l'opportunitÃÂ  di acquisire esperienza in un contesto dinamico e di supportare il miglioramento della comunicazione digitale dei comuni."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1402130,GINGER CROWDFUNDING S.A.S. DI AGNESE AGRIZZI & C.,Società di persone,"La società si occupa di formazione e consulenza per il crowdfunding, concentrandoci in particolare su competenze di project management, comunicazione e marketing, finanza alternativa e fundraising. Gestiamo Ideaginger.it, la piattaforma di reward based crowdfunding con il tasso di successo più alto in Italia. Sviluppiamo progetti di social responsability e di incubazione con banche, imprese, fondazioni, università rivolti al terzo settore, start up e imprese culturali e creative.","Servizi alle imprese Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Attività finanziarie, assicurative e bancarie e studi promotori finanziari Studi di consulenza organizzativa, aziendale e del lavoro",ITALIA,BOLOGNA,BOLOGNA,,Via Lodovico Berti 2,40131,AGNESE,AGRIZZI,3397167961,AGNESE@GINGERCROWDFUNDING.IT,WWW.GINGERCROWDFUNDING.IT,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=972046,GRAFICHE E.GASPARI S.R.L.,Società di persone,"Consulenza giuridica, attività editoriale e produzione hi-tech (sviluppo servizi / web / mobile) per la PA","Attività editoriali, grafiche ed audiovisive Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro Formazione Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,GRANAROLO DELL'EMILIA,CADRIANO,VIA MINGHETTI 18,40057,Giovanni,Baserga,051763201,gbaserga@egaspari.net,,"Editoria per la PA, App mobile, web, marketing, grafica, servizi integrati."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=2052643,Go2RAIL A.P.S.,Associazione/organizzazione no profit/ONG,"Go2RAIL is a European non-profit startup dedicated to promoting sustainable travel among international students by connecting them through our in-house grouping technology and allowing them to travel together by train to or from their exchange locations in a more engaging, informative, and potentially safer way.","Produzione di software, consulenza informatica e attività connesse Attività di associazioni ed enti senza fine di lucro Trasporto terrestre, marittimo e aereo",ITALIA,BOLOGNA,BOLOGNA,,"Via Antonio Zanolini, 7",40126,Guido,Martinolli,3497086363,info@go2rail.eu,www.go2rail.eu,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=2443145,HELIA S.R.L.,Società di Capitali,Sviluppo e crescita di piattaforma cloud saas composta da agenti vocali per il supporto e l'automazione nel settore del customer care e dell'after sales,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Galliera 32,40121,Andrea,Mordenti,3397930950,andrea.mordent@helia-voice.com,https:/helia-voice.com,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=598748,HORIZONS UNLIMITED H.U. - S.P.A.,Società di Capitali,"Horizons è la società che ha sviluppato e gestisce MLOL (http://www.medialibrary.it), la prima piattaforma di digital library italiana per le biblioteche pubbliche, accademiche, scolastiche. Il servizio MLOL è diffuso in oltre 6.000 biblioteche in tutte le regioni italiane e in 10 paesi stranieri.","Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,via Barontini 18/2,40138,Giulio,Blasi,051-370887,blasi@horizons.it,,Marketing
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1652728,HORSA DEVLAB S.R.L.,Società di Capitali,"Horsa è una importante realtà ICT italiana che progetta, implementa e governa soluzioni IT destinate alle imprese.
Horsa garantisce da sempre eccellenza sulle aree ERP, CRM, Business Analytics e Technology e investe nelle tecnologie più innovative:
Big Data, IoT, Cloud, Predictive e E-commerce.
Articolata in Divisioni, Horsa è un interlocutore prezioso per i propri clienti, che hanno accesso ad un insieme di risorse importante: specialisti con grandi capacità, potenziate dall’integrazione sinergica col resto degli skills aziendali. Una varietà di servizi e prodotti capace di soddisfare pienamente tutte le esigenze IT del cliente mantenendo al contempo una solida eccellenza “verticale”.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Marco Emilio Lepido 182/3,40132,,,0510402211,careers@horsa.it,www.horsa.com,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1669323,HOSPROFIT DI LORENZO MARI,Ditta individuale,"Ottimizziamo i profitti delle imprese nell'universo Hospitality!

Hosprofit si occupa di consulenza manageriale in ambito alberghiero e ristorativo, ed è dedicata a rendere più affidabili, stabili e crescenti i Profitti degli imprenditori con attività alberghiere, extra alberghiere e di ristorazione.

L’impatto si ottiene con la visione, la strategia, la pianificazione ed il controllo. I discorsi ispirazionali li lasciamo ad altri! Noi ci concentriamo sul valutare la parte operativa, per migliorare la sostenibilità del modello di business, il business plan, il marketing plan e le azioni conseguenti. Solo dopo aver svolto un check-up scrupoloso dell'attività, proponiamo le possibili soluzioni ed un programma per raggiungerle.

Le consulenze offerte sono business planning, controllo di gestione, strategia e piano marketing, pianificazione strategica, digital marketing, gestione food&beverage, revenue & distribution management, automatizzazione dei processi, digitalizzazione.","Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro",ITALIA,BOLOGNA,MONTE SAN PIETRO,,"Via Romagnoli, 51",40050,LORENZO,MARI,+393200226143,info@hosprofit.com,www.hosprofit.com,"DIGITAL MARKETING

AVRAI L'OPPORTUNITA' DI:

Fare parte di un team con formazione e mindset internazionale;
Beneficiare del network offerto da queste persone in caso di tirocinio proficuo per entrambi;
Sviluppare le tue capacitÃ  professionali per crescere sia all'interno dellâimpresa che da solo;
Utilizzare strumenti come androidi intelligenza artificiale, realtÃ  virtuale di metaverso con tecnologie VRO, e di marketing allâavanguardia a livello internazionale;
Poter partecipare allâorganizzazione di attivitÃ  di formazione alla clientela e di eventi di promozione e neworking fisici, online o in realtÃ  virtuale;
Collaborare con i digital marketer senior, apprendere dalle loro idee e proporre loro le tue;
Interagire con una societÃ  informatica di primo piano a livello europeo, e con le soluzioni innovative che offre per attivitÃ  di marketing.

LE ATTIVITAâ:

Progettare ed eseguire campagne di marketing e promozionali per i clienti;
Interagire con clienti e clienti con un approccio professionale ma entusiasta per costruire relazioni e aumentare i margini di vendita;
Monitorare le campagne di marketing digitale sulla base di obiettivi e KPI;
Generare nuovi lead per aumentare i ricavi aziendali;
Lavorare direttamente con il team di consulenti;
Costruire e mantenere rapporti di fiducia con i clienti nuovi ed esistenti;
Presentare idee al team per migliorare i processi di vendita e le procedure di marketing per garantire che stiamo operando in modo efficiente ed efficace;
Supporta il team di marketing con le attivitÃ  di marketing e comunicazione quotidiane;
In HOSPROFIT, ci impegniamo a offrire pari opportunitÃ  di lavoro indipendentemente da razza, colore, ascendenza, religione, sesso, origine nazionale, orientamento sessuale, etÃ , cittadinanza, stato civile, disabilitÃ , genere, identitÃ  o espressione di genere o status di veterano. Ci impegniamo ad di essere un luogo di lavoro a pari opportunitÃ ."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1927984,HYKEE S.R.L.,Società di Capitali,HYKEE è una startup innovativa che ha sviluppato una piattaforma di analisi e valutazione aziendale in logica SaaS,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,VIA MARIO LONGHENA 1,40139,Federico,Rossi,3381607329,federico@hykee.tech,www.hykee.tech,"Il tirocinante si occuperÃÂ  di sviluppo e mantenimento della piattaforma HYKEE. Siamo alla ricerca di sviluppatori software con conoscenze React Native e Java da inserire nel team di sviluppo della piattaforma, che oggi ÃÂ¨ sia mobile che webapp. Lo sviluppatore, in base alle conoscenze maturate, avrÃÂ  l'opportunitÃÂ  di supportare nello sviluppo front-end o back-end."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1175596,HYPERTING S.R.L.,Società di Capitali,"Hyperting è una società italiana con base in  Bologna centro. Offriamo servizi di Business Intelligence, formazione verticalizzata con corsi specializzati sempre al passo con le nuove tecnologie e consulenza operativa informatica per aziende. Sviluppiamo software e app per ottimizzare le performance e agevolare la crescita del business aziendale.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,"Via Della Gabella, 1",40129,Marco,Stigliano,3480730082,marco@hyperting.com,https://hyperting.com,Sviluppiamo software e app per ottimizzare le performance e agevolare la crescita del business aziendale.
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1730750,Heaple S.R.L.,Società di Capitali,"La Societa ha per oggetto la progettazione e la commercializzazione di prodotti e servizi innovativi ad alto valore tecnologico nel settore della telemedicina per finalità di cura assistenziale e sostegno ai malati mediante impiego di strumenti tecnologici innovativi e nuove metodologie. 
La Societa si occupa dello sviluppo, la produzione e la commercializzazione di dispositivi smart e software per il monitoraggio di parametri ad uso clinico delle persone al fine di migliorare la fruizione e il beneficio delle terapie a cui sono sottoposte realizzato attraverso la combinazione di algoritmi di intelligenza artificiale che analizzano il comportamento dell’utente durante lo svolgimento di particolari serious games, ossia giochi e applicazioni per il training cognitivo, via dispositivi intelligenti quali smartphone o tablet.","Produzione di software, consulenza informatica e attività connesse Sanità, assistenza sociale, studi medici e odontoiatrici, psicologi",ITALIA,BOLOGNA,BOLOGNA,,Via Azzurra 40,40138,Marco,Di Felice,+393497509038,heaple@heaple.it,https://www.heaple.it/,"Heaple e una startup medicale che ha l obiettivo di migliorare la vita delle persone inserendo l innovazione nel percorso di cura. 
Heaple collabora con ospedali e centri di riabilitazione cognitiva per supportare gli specialisti attraverso la creazione di un ecosistema di servizi che utilizza applicazioni mobili, architetture cloud, intelligenza artificiale e analisi dati.
Siamo in cerca di persone di talento che abbiano voglia di innovare e creare servizi per aiutare le persone nella loro vita quotidiana e nel percorso terapeutico."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1802622,Heartwood Labs,Società di Capitali,"La società si occupa della realizzazione di software per il web, mobile e della prototipazione di dispositivi IoT.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,"Via Varolio, 17",40133,Marco,Pirruccio,+393391066478,mpirruccio@heartwoodlabs.com,https://www.heartwoodlabs.com,"Sviluppo applicazioni
Sviluppo device IoT"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1166730,Hersy Informatica Srl,Società di persone,"HERSY nasce nel 1975, come concessionario di macchine elettrocontabili. Nell'arco di questi oltre 40 anni di presenza sul mercato, ha modificato la propria realtà aziendale, divenendo punto di riferimento per l'organizzazione e l'informatizzazione di moltissime attivita'. 
Ci poniamo pertanto sul mercato come consulenti globali dei nostri clienti, per poterli affiancare nella soluzione delle problematiche attinenti l'organizzazione interna, l'ottimizzazione delle risorse con la fornitura e noleggio di attrezzature informatiche.
E' nostro punto d'orgoglio non fornire al cliente una soluzione a scatola chiusa, ma di creare assieme a lui una struttura che possa permettere di essere calata sulle esigenze che vengono espresse durante l'analisi e lo studio del progetto.","Produzione di computer, prodotti e componenti elettronici e ottici Produzione di software, consulenza informatica e attività connesse Servizi per la persona e la famiglia Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,CASALECCHIO DI RENO,,VIA SCARLATTI 2/2-2/3,40033,Mariastella,Busi,051758773,info@hersy.com,www.hersy.com,"Programmazione e Sviluppo Software
Amministrazione
Sistemistico e Hardware"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1259041,Horsa Insight s.r.l.,Società di Capitali,"HORSA Spa è un’azienda leader specializzata nella consulenza informatica che opera nel territorio nazionale e internazionale. L’azienda ingloba al proprio interno altre 15 società che insieme formano un team di 500 dipendenti, distribuiti nelle varie sedi dell’Emilia Romagna, Lombardia, Veneto, Piemonte, Toscana, Marche e Liguria.
L’azienda è organizzata in BU, ognuna delle quali si occupa di soluzione informatiche specifiche. In particolare le 5 Business Unit sono:
•	SAP ERP/BA
•	BA (QLIK, BIG DATA)
•	LEGACY (ARXIVAR, JDE, GAUGIN, GOLDEN LAKE)
•	MICROSOFT
•	TECHNOLOGY
L’obiettivo principale dell’azienda è quello di supportare le imprese nella gestione delle varie attività aziendali, quali:
•	Contabilità
•	Vendite e acquisti
•	Logistica e magazzino
•	Produzione
•	Ecc.
Horsa infatti, si avvale di personale altamente competente e specializzato che accompagna i propri clienti verso una sostanziale crescita caratterizzata dall’implementazione di soluzioni informatiche progettate per migliorarne l’efficienza. 
Il know-how acquisito nei vari anni di esperienza permette al team di Horsa di fornire una consulenza informatica ed organizzativa finalizzata alla risoluzione di problemi. Infatti, il personale dell’azienda, è fortemente orientato all’aggiornamento continuo e alla ricerca di soluzioni innovative per rispondere alle esigenze dei propri clienti.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Marco Emilio Lepido 182/3,40132,,,,hr@horsa.it,,"- Sviluppo Software
- Analisi Dati
- Gestionali ERP
- Business Intelligence"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=2098968,IAMONES S.R.L.,Società di Capitali,IAMONES is an italian innovative startup operating in the Identity Management domain. IAMONES Conversational Identity Platform innovates by using Large Language Models as new key AI ingredient.,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,IMOLA,,VIA MONTERICCO 15,40026,Alesssandro,Piscopo,+393451899004,alessandrop@iamones.com,iamones.ai,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=611322,ICONSULTING S.p.A.,Società di Capitali,"Siamo una Data Driven Transformation Company specializzata in design e delivery di soluzioni, metodologie, algoritmi e tecnologie capaci di trasformare e potenziare le aziende clienti con la valorizzazione del principale e più abbondante asset del mercato odierno: i dati. La nostra realtà nasce da un gruppo di ricercatori universitari e siamo oggi partner strategico di oltre 150 aziende clienti e di tutti i più importanti vendor tecnologici internazionali. Abbiamo all’attivo più di 1.000 progetti di successo realizzati in oltre 20 anni di crescita costante e continua. Con sedi a Bologna, Roma, Milano e Napoli vantiamo una struttura di più di 400 professionisti altamente specializzati.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,CASALECCHIO DI RENO,Ceretolo,Via Bazzanese 32/7,40033,Maria Laura,Bongiovanni,,hr@iconsulting.biz,www.iconsulting.biz,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=942530,IDEA INFORMATICA SRL,Società di Capitali,FORNITORE DI SOLUZIONI INTEGRATE HARDWARE E SOFTWARE,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,CALDERARA DI RENO,BARGELLINO,"VIA BIZZARRI, 9",40012,Alessandro,D'Angelo,3331919938,alessandro@ideainf.it,,"Sviluppo Software (C#, Visual Basic, gestione DB, SQL, framework .NET)

Sistemi (configurazione server, virtualizzazione, networking, IT security, antivirus)"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1176766,INDICI OPPONIBILI SOCIETA' COOPERATIVA,Cooperativa,"Indici Opponibili è una digital agency che crea esperienze interattive: dai siti web ai videogiochi, dalle piattaforme che usano la gamification alle App con intelligenza artificiale, passando per virtual e augmented reality.

Ah, e poi facciamo anche altre cose, tipo video in motion graphics, social media management, podcast...

Il tutto ci piace intrecciarlo per dar vita a progetti che sconfiggono la noia e coinvolgono le persone.

Se non hai capito (o ti abbiamo incuriosito) dai un occhio al sito: https://www.indiciopponibili.com/","Attività editoriali, grafiche ed audiovisive Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro Istruzione primaria e secondaria Istruzione post-secondaria universitaria e non universitaria Formazione Attività ed Istituti di ricerca scientifica tecnica e di sviluppo Pubblicità e ricerche di mercato Attivita artistiche, sportive e di intrattenimento",ITALIA,BOLOGNA,BOLOGNA,,Via delle Lame 58,40121,Andrea,Nalin,,produzione@indiciopponibili.com,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1651590,Inner.ME S.r.l.s.,Società di Capitali,"Inner.ME is an innovative startup that helps people and organisations know each other better, by creating the conditions, enabled by technology, to release energy and potential for their joint development. 
We operate in the HR tech field, and we deal with innovative projects, at the intersection of art, technology & sustainable visions of the future, aimed at making organisations a better place to live, work and express oneself.","Servizi alle imprese Attività editoriali, grafiche ed audiovisive Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro",ITALIA,BOLOGNA,BOLOGNA,BOLOGNA,"Via SARAGOZZA, 53",40123,Daniela,Dubla,3519701602,daniela.dubla@gmail.com,www.inme.space,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1703228,Jenia Software Srl,Società di Capitali,"Esperienza, dedizione, innovazione, ed entusiasmo.
Soluzioni concrete, semplici e innovative costruite su basi sicure di competenza e professionalità sperimentate. Spaziamo nei settori dello sviluppo software, della system integration e della consulenza sui processi di business in ambiti Enterprise.

Siamo una società di consulenza e fornitura di servizi software d'avanguardia tecnologica.

Jenia é giovane,dinamica: programmiamo il futuro per poter affrontare le nuove esigenze delle imprese.

Jenia Software - Passion for Coding","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,CASALECCHIO DI RENO,,via Isonzo 14/3,40033,Marcello,Turchetti,3298032124,cv@jenia.it,www.jenia.it,"Esperienza, dedizione, innovazione, ed entusiasmo.
Soluzioni concrete, semplici e innovative costruite su basi sicure di competenza e professionalitÃ  sperimentate.
Spaziamo nei settori dello sviluppo software, della system integration e della consulenza sui processi di business in ambiti Enterprise.

Siamo una societÃ  di consulenza e fornitura di servizi software d'avanguardia tecnologica. 

Jenia Ã© giovane,dinamica: programmiamo il futuro per poter affrontare le nuove esigenze delle imprese.

Jenia Software - Passion for Coding"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1351054,Kiwitron SRL,Società di Capitali,"Kiwitron è una realtà molto giovane, nata nel 2019 ed è specializzata nella transizione 4.0 e nella digitalizzazione. Kiwitron attualmente è un'azienda di circa 50 persone verticalizzate nei settori Intelligenza Artificiale / Computer Engineering / Hardware. 


Le soluzioni proposte da Kiwitron hanno come obiettivo la sicurezza negli ambienti industriali, l’ottimizzazione logistica e l’abbattimento
dei costi di manutenzione delle flotte mediante l’innovazione tecnologica e la digitalizzazione. Kiwitron è esperta di Industria 4.0, collaborando con certificatori Italiani ed esteri. Un’azienda flessibile e dinamica, sempre alla ricerca di nuovi partner con cui collaborare e costruire soluzioni innovative.

Kiwitron è socia di Vivat Academia e collabora con essa per la realizzazione di borse di studio e premi di laurea.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,SASSO MARCONI,PONTECCHIO MARCONI,VIA VIZZANO 44,40037,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=974557,Kopjra srl,Società di Capitali,Kopjra è una società cyber security specializzata in investigazioni online e servizi fiduciari,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,via Rizzoli 1/2,40125,Tommaso,Grotto,+393409380414,tommaso.grotto@gmail.com,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1988236,LEILA srl Società Benefit,Società di Capitali,"Leila Srl è una startup innovativa e società benefit nata dall’esperienza di Leila Bologna – la prima Biblioteca degli Oggetti in Italia, attiva dal 2016.
La società sviluppa una piattaforma digitale SaaS per la gestione e la condivisione di oggetti in contesti collettivi strutturati come università, enti pubblici, scuole, studentati e organizzazioni complesse.
Il software consente la gestione di cataloghi, utenti, prenotazioni, prestiti e reportistica, ed è integrato con una web app per gli utenti finali.
Leila lavora alla diffusione del modello su scala nazionale, allo sviluppo di nuove funzionalità e alla produzione di dati di impatto sociale, economico e ambientale, offrendo un contesto di tirocinio orientato a innovazione, sostenibilità e organizzazione dei servizi.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,"VIA MARCONI, 45 BOLOGNA",40122,Antonio,Beraldi,3401568015,antonio.beraldi@leila.srl,www.leila.srl,"Posizione: Tirocinante di Ingegneria Informatica

Descrizione del Lavoro:

Siamo alla ricerca di un tirocinante di Ingegneria Informatica appassionato e motivato per un'opportunitÃ Â  di apprendistato nel campo dello sviluppo e della manutenzione di un software gestionale utilizzando la piattaforma low-code Zoho Creator. Il candidato selezionato avrÃ Â  l'opportunitÃ Â  di imparare come progettare, sviluppare e correggere un software gestionale personalizzato che dovrÃÂ ÃÂ  interfacciarsi con una webapp tramite API di tipo REST.

ResponsabilitÃÂ ÃÂ :

- Collaborare con il team per comprendere i requisiti del software gestionale e tradurli in specifiche funzionali.
- Utilizzare la piattaforma Zoho Creator per sviluppare e personalizzare il software gestionale in base alle esigenze dell'azienda.
- Configurare l'integrazione con la webapp utilizzando API REST per consentire lo scambio di dati tra le due piattaforme.
- Testare e debuggare il software per garantire un funzionamento ottimale e correggere eventuali errori.
- Documentare il processo di sviluppo e manutenzione del software per futuri riferimenti.

Requisiti:

- Studente o neolaureato in Ingegneria Informatica o campo correlato.
- Conoscenza base di programmazione e sviluppo software.
- Interesse per la tecnologia low-code e la piattaforma Zoho Creator.
- CapacitÃÂ  di lavorare in team e comunicare in modo efficace.
- Orientamento ai dettagli e capacitÃÂ ÃÂ  di risolvere problemi in modo autonomo.

Benefici:

- OpportunitÃÂ ÃÂ  di apprendere e acquisire esperienza pratica nello sviluppo di software gestionali utilizzando tecnologie all'avanguardia.
- PossibilitÃÂ ÃÂ  di lavorare a stretto contatto con professionisti esperti nel campo dell'informatica.
- Ambiente di lavoro stimolante e collaborativo.

Se sei appassionato di tecnologia e desideri acquisire competenze nel campo dello sviluppo software utilizzando piattaforme innovative come Zoho Creator, inviaci il tuo curriculum vitae e una lettera di presentazione per essere preso in considerazione per questa posizione di tirocinante di Ingegneria Informatica."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1801485,LEVEL SRL,Società di Capitali,"SOCIETA' DI SERVIZI NEI SETTORI AMINISTRATIVI, ORGANIZZATIVI, COMMERCIALI, FINANZIARI ED ELABORAZIONE DATI.","Servizi alle imprese Produzione di software, consulenza informatica e attività connesse Studi legali, notarili e di commercialisti",ITALIA,BOLOGNA,BOLOGNA,,Via Treviso 6,40139,,,0541337028,flconsulenza.rimini@gmail.com,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1424459,LHP EUROPE S.R.L,Società di Capitali,"LHP Europe is an engineering company that provides solutions and technology integrations to aid technological advancements while focusing on an environmentally sustainable future.  We employ cutting-edge technologies, such as embedded sensors and controls, AI, AR, machine-learning, and digital transformation to boost growth yet limit carbon footprinting, reduce resource waste, and greatly improve operations efficiency.  We provide agnostic solutions from plug-and-play to very complex Customer specific products to all industries ranging from biomed to marine to automotive.  LHP Europe helps companies introduce “Smart” features to their operations and/or products by analyzing processes and identifying the best way to optimize their method of doing business. By taking advantage of techniques such as predictive maintenance, machine learning, data analysis and more, we increase the value of company assets and guide them in dealing with their own criticalities.  Embedded controls and functional safety are the backbones of our engineering services, and with them, we can help companies implement these new technologies in a safe way. This includes both product and operational safety.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,VALSAMOGGIA,CRESPELLANO,VIA TOMBARELLO 1/C,40056,Antonella Kim,Johnson,+393339646260,kim.johnson@lhpeurope.com,http://www.lhpeurope.com/,"Data Analytics
Predictive Maintenance
Factory IoT
Autonomous Drive"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=1611901,LIKEYOU S.R.L.,Società di persone,"Digital marketing, e-commerce, SEO SEM, progettazione e realizzazione software app, social media management","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via degli Orti 9,40137,Diletta,Donnabella,+39 351 562 1860,info@likeyousrl.com,https://likeyousrl.com/lavora-con-noi/,"Grafica
Social Media Marketing
Copywriting
App & Software Development
Web Development
SEO & SEM"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=4&select=709378,LOGITAL SRL,Società di Capitali,"SOFTWARE ENGINEERING, AUTOMAZIONE, REALIZZAZIONE SOFTWARE PERSONALIZZATI, SISTEMI HW E SW DI CONTROLLO ACCESSI, ETC.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,SAN LAZZARO DI SAVENA,,VIA PALAZZETTI N. 5/F,40068,Massimo,Guarino,051/19983700,amministrazione@logital.it,www.logital.it,Sviluppo di software e utilizzo di apparecchiature RFID
